Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Vertical_Distribution,Vulnerability,LRFI,SHarK,DP,B,GF,all_commercial_level,highly_commercial_only,Fishbase_link
Lampanyctus pusillus,550,osteichthyen,Myctophiformes,Myctophidae,Lampanyctus,LC,3,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Lampanyctus-pusillus.html
Lampetra fluviatilis,499,agnathe,Petromezontiformes,Petromyzonidae,Lampetra,LC,40,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Lampetra-fluviatilis.html
Lampris guttatus,581,osteichthyen,Lampridiformes,Lamprididae,Lampris,LC,120,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Lampris-guttatus.html
Lappanella fasciata,324,osteichthyen,Perciformes,Labridae,Lappanella,LC,13.5,Benthic,NA,0,0,0,1,0,1,0,http://fishbase.org/summary/Lappanella-fasciata.html
Lebetus guilleti,325,osteichthyen,Perciformes,Gobiidae,Lebetus,LC,2.4,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Lebetus-guilleti.html
Lepadogaster candolii,326,osteichthyen,Gobiesociformes,Gobiesocidae,Lepadogaster,NA,6.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lepadogaster-candolii.html
Lepadogaster lepadogaster,81,osteichthyen,Gobiesociformes,Gobiesocidae,Lepadogaster,LC,5.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lepadogaster-lepadogaster.html
Lepadogaster purpurea,328,osteichthyen,Gobiesociformes,Gobiesocidae,Lepadogaster,LC,NA,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lepadogaster-purpurea.html
Lepidion guentheri,24,osteichthyen,Gadiformes,Moridae,Lepidion,LC,NA,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Lepidion-guentheri.html
Lepidion lepidion,82,osteichthyen,Gadiformes,Moridae,Lepidion,LC,15,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Lepidion-lepidion.html
Lepidopus caudatus,595,osteichthyen,Perciformes,Trichiuridae,Lepidopus,DD,180,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Lepidopus-caudatus.html
Lepidorhombus boscii,614,osteichthyen,Pleuronectiformes,Scophthtalmidae,Lepidorhombus,LC,30,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Lepidorhombus-boscii.html
Lepidorhombus whiffiagonis,329,osteichthyen,Pleuronectiformes,Scophthtalmidae,Lepidorhombus,LC,42.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Lepidorhombus-whiffiagonis.html
Lepidotrigla cavillone,330,osteichthyen,Scorpaeniformes,Triglidae,Lepidotrigla,NA,11.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lepidotrigla-cavillone.html
Lepidotrigla dieuzeidei,331,osteichthyen,Scorpaeniformes,Triglidae,Lepidotrigla,LC,10,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lepidotrigla-dieuzeidei.html
Lestidiops jayakari,556,osteichthyen,Aulopiformes,Paralepididae,Lestidiops,LC,17,Pelagic,NA,0,0,1,0,0,1,0,http://fishbase.org/summary/Lestidiops-jayakari.html
Lesueurigobius friesii,332,osteichthyen,Perciformes,Gobiidae,Leusueurigobius,LC,5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Lesueurigobius-friesii.html
Lesueurigobius sanzi,25,osteichthyen,Perciformes,Gobiidae,Leusueurigobius,LC,8,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lesueurigobius-sanzi.html
Lesueurigobius suerii,83,osteichthyen,Perciformes,Gobiidae,Leusueurigobius,NA,5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Lesueurigobius-suerii.html
Leucoraja circularis,401,chondrichtyen,Rajiformes,Rajidae,Leucoraja,EN,70,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Leucoraja-circularis.html
Leucoraja fullonica,403,chondrichtyen,Rajiformes,Rajidae,Leucoraja,VU,95,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Leucoraja-fullonica.html
Leucoraja melitensis,113,chondrichtyen,Rajiformes,Rajidae,Leucoraja,CR,45,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Leucoraja-melitensis.html
Leucoraja naevus,406,chondrichtyen,Rajiformes,Rajidae,Leucoraja,LC,65,Benthic,NA,1,1,0,1,2,1,0,http://fishbase.org/summary/Leucoraja-naevus.html
Lichia amia,333,osteichthyen,Perciformes,Carangidae,Lichia,LC,100,Pelagic,NA,1,0,1,0,7,1,0,http://fishbase.org/summary/Lichia-amia.html
Lipophrys pholis,26,osteichthyen,Perciformes,Blenniidae,Lipophrys,LC,14,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Lipophrys-pholis.html
Lipophrys trigloides,337,osteichthyen,Perciformes,Blenniidae,Lipophrys,LC,11.5,Benthic,NA,0,0,0,1,4,0,0,http://fishbase.org/summary/Lipophrys-trigloides.html
Lithognathus mormyrus,338,osteichthyen,Perciformes,Sparidae,Lithognathus,LC,35,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Lithognathus-mormyrus.html
Liza carinata,156,osteichthyen,Perciformes,Mugilidae,Liza,NA,18,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Liza-carinata.html
Lobianchia dofleini,551,osteichthyen,Myctophiformes,Myctophidae,Lobianchia,LC,3,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Lobianchia-dofleini.html
Lobianchia gemellarii,552,osteichthyen,Myctophiformes,Myctophidae,Lobianchia,LC,4,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Lobianchia-gemellarii.html
Lobotes surinamensis,641,osteichthyen,Perciformes,Lobotidae,Lobotes,LC,80,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Lobotes-surinamensis.html
Lophius budegassa,342,osteichthyen,Lophiiformes,Lophiidae,Lophius,DD,50,Benthic,NA,1,0,0,1,2,1,1,http://fishbase.org/summary/Lophius-budegassa.html
Lophius piscatorius,343,osteichthyen,Lophiiformes,Lophiidae,Lophius,LC,120,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Lophius-piscatorius.html
Lophotus lacepede,584,osteichthyen,Lampridiformes,Lophotidae,Lophotus,LC,100,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Lophotus-lacepede.html
Lutjanus argentimaculatus,157,osteichthyen,Perciformes,Lutjanidae,Lutjanus,LC,70,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Lutjanus-argentimaculatus.html
Luvarus imperialis,344,osteichthyen,Perciformes,Luvaridae,Luvarus,LC,152,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Luvarus-imperialis.html
Macroramphosus scolopax,568,osteichthyen,Syngnathiformes,Centriscidae,Macroramphosus,LC,10,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Macroramphosus-scolopax.html
Maurolicus muelleri,524,osteichthyen,Stomiiformes,Sternoptychidae,Maurolicus,LC,4,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Maurolicus-muelleri.html
Merlangius merlangus,345,osteichthyen,Gadiformes,Gadidae,Merlangius,LC,45,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Merlangius-merlangus.html
Merluccius merluccius,346,osteichthyen,Gadiformes,Merluciidae,Merluccius,LC,80,Demersal,NA,1,0,1,0,0,1,1,http://fishbase.org/summary/Merluccius-merluccius.html
Microchirus azevia,347,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,DD,35,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Microchirus-azevia.html
Microchirus ocellatus,349,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,DD,15,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Microchirus-ocellatus.html
Microchirus variegatus,618,osteichthyen,Pleuronectiformes,Soleidae,Microchirus,LC,16.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Microchirus-variegatus.html
Microichthys coccoi,87,osteichthyen,Perciformes,Epigonidae,Microichthys,LC,2,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Microichthys-coccoi.html
Microichthys sanzoi,88,osteichthyen,Perciformes,Epigonidae,Microichthys,DD,5,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Microichthys-sanzoi.html
Microlipophrys adriaticus,84,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,4.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Lipophrys-adriaticus.html
Microlipophrys canevae,334,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,6.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Microlipophrys-canevae.html
Microlipophrys dalmatinus,335,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,3.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Lipophrys-dalmatinus.html
Microlipophrys nigriceps,86,osteichthyen,Perciformes,Blenniidae,Microlipophrys,LC,3.5,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Microlipophrys-nigriceps.html
Micromesistius poutassou,350,osteichthyen,Gadiformes,Gadidae,Micromesistius,NA,30,Pelagic,NA,1,0,1,0,0,1,1,http://fishbase.org/summary/Micromesistius-poutassou.html
Microstoma microstoma,534,osteichthyen,Osmeriformes,Microstomatidae,Microstoma,LC,15,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Microstoma-microstoma.html
Millerigobius macrocephalus,89,osteichthyen,Perciformes,Gobiidae,Millerigobius,LC,4.25,Benthic,NA,0,0,0,1,4,0,0,http://fishbase.org/summary/Millerigobius-macrocephalus.html
Minyichthys sentus,351,osteichthyen,Syngnathiformes,Syngnathidae,Minyichthys,DD,5,Benthic,NA,0,0,0,1,0,1,0,http://fishbase.org/summary/Minyichthys-sentus.html
Mobula mobular,352,chondrichtyen,Rajiformes,Mobulidae,Mobula,EN,425,Pelagic,NA,1,1,1,0,31,1,0,http://fishbase.org/summary/Mobula-mobular.html
Mola mola,353,osteichthyen,Tetraodontiformes,Molidae,Mola,VU,150,Pelagic,NA,1,0,1,0,0,0,0,http://fishbase.org/summary/Mola-mola.html
Molva dypterygia,575,osteichthyen,Gadiformes,Gadidae,Molva,NA,60,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Molva-dypterygia.html
Molva molva,576,osteichthyen,Gadiformes,Gadidae,Molva,NA,140,Demersal,NA,1,0,1,0,28,1,0,http://fishbase.org/summary/Molva-molva.html
Monochirus hispidus,348,osteichthyen,Pleuronectiformes,Soleidae,Monochirus,LC,11,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Monochirus-hispidus.html
Mora moro,579,osteichthyen,Gadiformes,Moridae,Mora,LC,50,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Mora-moro.html
Mugil cephalus,354,osteichthyen,Perciformes,Mugilidae,Mugil,LC,75,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Mugil-cephalus.html
Mullus barbatus,355,osteichthyen,Perciformes,Mullidae,Mullus,LC,20,Benthic,NA,1,0,0,1,2,1,1,http://fishbase.org/summary/Mullus-barbatus+barbatus.html
Mullus surmuletus,356,osteichthyen,Perciformes,Mullidae,Mullus,LC,27.5,Benthic,NA,1,0,0,1,2,1,1,http://fishbase.org/summary/Mullus-surmuletus.html
Muraena helena,357,osteichthyen,Anguilliformes,Muraenidae,Muraena,LC,125,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Muraena-helena.html
Muraenesox cinereus,159,osteichthyen,Anguilliformes,Muraenesocidae,Muraenesox,LC,150,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Muraenesox-cinereus.html
Mustelus asterias,358,chondrichtyen,Carcharhiniformes,Triakidae,Mustelus,NT,115,Demersal,NA,1,1,1,0,1,1,0,http://fishbase.org/summary/Mustelus-asterias.html
Mustelus mustelus,359,chondrichtyen,Carcharhiniformes,Triakidae,Mustelus,EN,110,Demersal,NA,1,1,1,0,1,1,1,http://fishbase.org/summary/Mustelus-mustelus.html
Mycteroperca rubra,360,osteichthyen,Perciformes,Serranidae,Mycteroperca,LC,45,Demersal,NA,1,0,1,0,8,1,0,http://fishbase.org/summary/Mycteroperca-rubra.html
Myctophum punctatum,553,osteichthyen,Myctophiformes,Myctophidae,Myctophum,LC,5,Pelagic,NA,0,0,1,0,3,0,0,http://fishbase.org/summary/Myctophum-punctatum.html
Myliobatis aquila,361,chondrichtyen,Rajiformes,Myliobatidae,Myliobatis,CR,110,Demersal,NA,1,1,1,0,1,0,0,http://fishbase.org/summary/Myliobatis-aquila.html
Myxine glutinosa,501,agnathe,Myxiniformes,Myxinidae,Myxine,LC,50,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Myxine-glutinosa.html
Nansenia iberica,90,osteichthyen,Osmeriformes,Microstomatidae,Nansenia,DD,NA,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Nansenia-iberica.html
Nansenia oblita,535,osteichthyen,Osmeriformes,Microstomatidae,Nansenia,NA,7,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Nansenia-oblita.html
Naucrates ductor,588,osteichthyen,Perciformes,Carangidae,Naucrates,LC,40,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Naucrates-ductor.html
Nemichthys scolopaceus,362,osteichthyen,Anguilliformes,Nemichthyidae,Nemichthys,LC,NA,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Nemichthys-scolopaceus.html
Nemipterus japonicus,160,osteichthyen,Perciformes,Nemipteridae,Nemipterus,LC,5,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Nemipterus-japonicus.html
Nemipterus randalli,636,osteichthyen,Perciformes,Nemipteridae,Nemipterus,LC,12,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Nemipterus-randalli.html
Nerophis maculatus,363,osteichthyen,Syngnathiformes,Syngnathidae,Nerophis,DD,22.5,Benthic,NA,1,0,0,1,32,1,0,http://fishbase.org/summary/Nerophis-maculatus.html
Nerophis ophidion,364,osteichthyen,Syngnathiformes,Syngnathidae,Nerophis,LC,23.5,Benthic,NA,1,0,0,1,32,1,0,http://fishbase.org/summary/Nerophis-ophidion.html
Nettastoma melanura,365,osteichthyen,Anguilliformes,Nettastomatidae,Nettastoma,NA,70,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Nettastoma-melanurum.html
Nezumia aequalis,572,osteichthyen,Gadiformes,Macrouridae,Nezumia,LC,25,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Nezumia-aequalis.html
Nezumia sclerorhynchus,573,osteichthyen,Gadiformes,Macrouridae,Nezumia,LC,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Nezumia-sclerorhynchus.html
Notacanthus bonaparte,563,osteichthyen,Albuliformes,Notacanthidae,Notacanthus,NA,20,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Notacanthus-bonaparte.html
Notoscopelus bolini,366,osteichthyen,Myctophiformes,Myctophidae,Notoscopelus,LC,8.5,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Notoscopelus-bolini.html
Notoscopelus elongatus,91,osteichthyen,Myctophiformes,Myctophidae,Notoscopelus,LC,7,Pelagic,NA,0,0,1,0,3,1,0,http://fishbase.org/summary/Notoscopelus-elongatus.html
Oblada melanura,367,osteichthyen,Perciformes,Sparidae,Oblada,LC,17.5,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Oblada-melanura.html
Odondebuenia balearica,92,osteichthyen,Perciformes,Gobiidae,Odondebuenia,LC,3.5,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Odondebuenia-balearica.html
Odontaspis ferox,503,chondrichtyen,Lamniformes,Odontaspididae,Odontaspis,VU,370,Demersal,NA,1,1,1,0,1,1,0,http://fishbase.org/summary/Odontaspis-ferox.html
Oedalechilus labeo,368,osteichthyen,Perciformes,Mugilidae,Oedalechilus,NA,21.5,Demersal,NA,1,0,1,0,30,0,0,http://fishbase.org/summary/Oedalechilus-labeo.html
Omobranchus punctatus,161,osteichthyen,Perciformes,Blenniidae,Omobranchus,LC,5,Benthic,NA,0,0,0,1,0,1,0,http://fishbase.org/summary/Omobranchus-punctatus.html
Opeatogenys gracilis,94,osteichthyen,Gobiesociformes,Gobiesocidae,Opeatogenys,LC,2.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Opeatogenys-gracilis.html
Ophichthus rufus,95,osteichthyen,Anguilliformes,Ophichthidae,Ophichthus,LC,55,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Ophichthus-rufus.html
Ophidion barbatum,370,osteichthyen,Ophidiiformes,Ophidiidae,Ophidion,LC,23,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Ophidion-barbatum.html
Ophidion rochei,96,osteichthyen,Ophidiiformes,Ophidiidae,Ophidion,DD,22.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Ophidion-rochei.html
Ophisurus serpens,561,osteichthyen,Anguilliformes,Ophichthidae,Ophisurus,LC,190,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Ophisurus-serpens.html
Orcynopsis unicolor,371,osteichthyen,Perciformes,Scombridae,Orcynopsis,LC,115,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Orcynopsis-unicolor.html
Oxynotus centrina,510,chondrichtyen,Squaliformes,Oxynotidae,Oxynotus,EN,90,Benthic,NA,1,1,0,1,10,1,0,http://fishbase.org/summary/Oxynotus-centrina.html
Oxyurichthys papuensis,162,osteichthyen,Perciformes,Gobiidae,Oxyurichthys,LC,9,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Oxyurichthys-papuensis.html
Oxyurichthys petersii,637,osteichthyen,Perciformes,Gobiidae,Oxyurichthys,LC,8,Benthic,NA,0,0,0,1,2,1,0,https://www.fishbase.de/summary/Oxyurichthys-petersii.html
Pagellus acarne,372,osteichthyen,Perciformes,Sparidae,Pagellus,LC,27.5,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagellus-acarne.html
Pagellus bellottii,28,osteichthyen,Perciformes,Sparidae,Pagellus,LC,25,Demersal,NA,1,0,1,0,14,1,0,http://fishbase.org/summary/Pagellus-bellottii.html
Pagellus bogaraveo,373,osteichthyen,Perciformes,Sparidae,Pagellus,NT,55,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagellus-bogaraveo.html
Pagellus erythrinus,374,osteichthyen,Perciformes,Sparidae,Pagellus,LC,35,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagellus-erythrinus.html
Pagrus auriga,375,osteichthyen,Perciformes,Sparidae,Pagrus,LC,50,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagrus-auriga.html
Pagrus caeruleostictus,376,osteichthyen,Perciformes,Sparidae,Pagrus,LC,65,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagrus-caeruleostictus.html
Pagrus major,628,osteichthyen,Perciformes,Sparidae,Pagrus,LC,25,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Pagrus-major.html
Pagrus pagrus,377,osteichthyen,Perciformes,Sparidae,Pagrus,LC,60,Demersal,NA,1,0,1,0,29,1,0,http://fishbase.org/summary/Pagrus-pagrus.html
Pampus argenteus,163,osteichthyen,Perciformes,Stromateidae,Pampus,NA,50,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Pampus-argenteus.html
Panturichthys fowleri,97,osteichthyen,Anguilliformes,Heterenchelyidae,Panturichthys,DD,65,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Panturichthys-fowleri.html
Papilloculiceps longiceps,164,osteichthyen,Scorpaeniformes,Platycephalidae,Papilloculiceps,LC,70,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Papilloculiceps-longiceps.html
Parablennius gattorugine,378,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,22.5,Benthic,NA,1,0,0,1,2,0,0,http://fishbase.org/summary/Parablennius-gattorugine.html
Parablennius incognitus,379,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Parablennius-incognitus.html
Parablennius pilicornis,29,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,9,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Parablennius-pilicornis.html
Parablennius rouxi,380,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Parablennius-rouxi.html
Parablennius sanguinolentus,381,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,19,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Parablennius-sanguinolentus.html
Parablennius tentacularis,382,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,10.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Parablennius-tentacularis.html
Parablennius zvonimiri,98,osteichthyen,Perciformes,Blenniidae,Parablennius,LC,6.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Parablennius-zvonimiri.html
Paralepis coregonoides,99,osteichthyen,Aulopiformes,Paralepididae,Paralepis,LC,25,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Paralepis-coregonoides.html
Paralepis speciosa,100,osteichthyen,Aulopiformes,Paralepididae,Paralepis,LC,45,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Paralepis-speciosa.html
Paraliparis murieli,102,osteichthyen,Scorpaeniformes,Liparidae,Paraliparis,DD,NA,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Paraliparis-murieli.html
Parapristipoma octolineatum,30,osteichthyen,Perciformes,Haemulidae,Parapristipoma,LC,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Parapristipoma-octolineatum.html
Parexocoetus mento,165,osteichthyen,Beloniformes,Exocoetidae,Parexocoetus,NA,10,Pelagic,NA,0,0,1,0,7,1,0,http://fishbase.org/summary/Parexocoetus-mento.html
Parophidion vassali,103,osteichthyen,Ophidiiformes,Ophidiidae,Parophidion,DD,23,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Parophidion-vassali.html
Pegusa impar,435,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,NA,27.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Pegusa-impar.html
Pegusa lascaris,620,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,LC,25,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Pegusa-lascaris.html
Pegusa nasuta,438,osteichthyen,Pleuronectiformes,Soleidae,Pegusa,NA,NA,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Pegusa-nasuta.html
Pelates quadrilineatus,166,osteichthyen,Perciformes,Terapontidae,Pelates,NA,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Pelates-quadrilineatus.html
Pempheris vanicolensis,167,osteichthyen,Perciformes,Pempheridae,Pempheris,NA,12,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Pempheris-vanicolensis.html
Peristedion cataphractum,383,osteichthyen,Scorpaeniformes,Peristediidae,Peristedion,LC,27.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Peristedion-cataphractum.html
Petromyzon marinus,500,agnathe,Petromezontiformes,Petromyzonidae,Petromyzon,LC,75,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Petromyzon-marinus.html
Petroscirtes ancylodon,638,osteichthyen,Perciformes,Blenniidae,Petroscirtes,LC,7.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Petroscirtes-ancylodon.html
Phycis blennoides,384,osteichthyen,Gadiformes,Gadidae,Phycis,NA,60,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Phycis-blennoides.html
Phycis phycis,385,osteichthyen,Gadiformes,Gadidae,Phycis,LC,45,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Phycis-phycis.html
Physiculus dalwigki,580,osteichthyen,Gadiformes,Moridae,Physiculus,LC,NA,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Physiculus-dalwigki.html
Pinguipes brasilianus,31,osteichthyen,Perciformes,Pinguipedidae,Pinguipes,NA,30,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Pinguipes-bUilianus.html
Pisodonophis semicinctus,32,osteichthyen,Anguilliformes,Ophichthidae,Pisodonophis,LC,60,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Pisodonophis-semicinctus.html
Platax teira,629,osteichthyen,Perciformes,Ephippidae,Platax,LC,30,Benthic,NA,1,0,0,1,0,1,0,http://fishbase.org/summary/Platax-teira.html
Platichthys flesus flesus,386,osteichthyen,Pleuronectiformes,Pleuronectidae,Platichthys,NA,30,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Platichthys-flesus.html
Platichthys flesus luscus,104,osteichthyen,Pleuronectiformes,Pleuronectidae,Platichthys,NA,37.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Platichthys-flesus.html
Platycephalus indicus,168,osteichthyen,Scorpaeniformes,Platycephalidae,Platycephalus,DD,80,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Platycephalus-indicus.html
Plectorhinchus mediterraneus,387,osteichthyen,Perciformes,Haemulidae,Plectothinchus,DD,55,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Plectorhinchus-mediterraneus.html
Pleuronectes platessa,388,osteichthyen,Pleuronectiformes,Pleuronectidae,Pleuronectes,LC,60,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Pleuronectes-platessa.html
Plotosus lineatus,169,osteichthyen,Siluriformes,Plotosidae,Plotosus,NA,18,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Plotosus-lineatus.html
Polyprion americanus,389,osteichthyen,Perciformes,Polyprionidae,Polyprion,DD,100,Demersal,NA,1,0,1,0,18,1,0,http://fishbase.org/summary/Polyprion-americanus.html
Pomadasys incisus,390,osteichthyen,Perciformes,Haemulidae,Pomadasys,LC,32.5,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Pomadasys-incisus.html
Pomadasys stridens,170,osteichthyen,Perciformes,Haemulidae,Pomadasys,LC,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Pomadasys-stridens.html
Pomatomus saltatrix,391,osteichthyen,Perciformes,Pomatomidae,Pomatomus,VU,75,Pelagic,NA,1,0,1,0,7,1,1,http://fishbase.org/summary/Pomatomus-saltatrix.html
Pomatoschistus bathi,105,osteichthyen,Perciformes,Gobiidae,Pomatoschistus,LC,3.2,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Pomatoschistus-bathi.html
